,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0,6.3946,29.0,6.929368029739777,0.9776978417266186,1028.0,2.838207547169811,32.58,-117.06,2.909
1,6.0062,30.0,5.926186850710471,1.0229885057471264,1338.0,2.0598503740648377,34.13,-118.3,4.232
2,6.0703,17.0,6.173913043478261,1.0391304347826087,1505.0,2.717391304347826,33.66,-117.94,2.758
3,6.0,10.0,6.974339360223981,1.012924071082391,1346.0,2.054716981132075,33.83,-118.04,3.339
4,1.9063,17.0,4.68421052631579,0.9587628865979382,962.0,3.7354466858789626,35.35,-119.01,0.58
5,1.9583,16.0,3.6,1.0721649484536082,1509.0,4.1,32.78,-117.11,1.475
6,8.4201,36.0,7.0,0.9661764705882352,483.0,2.955882352941176,37.36,-122.03,5.00001
7,2.75,35.0,4.150119760479042,1.0377833753148615,678.0,1.984198645598194,34.1,-118.43,2.288
8,6.0574,27.0,5.958762886597938,1.0876288659793814,912.0,2.6,33.81,-118.3,3.831
9,3.0536,19.0,5.86549718151071,1.039855072463768,2418.0,3.923391812865497,34.09,-117.16,1.773
10,4.3611,35.0,5.75,0.9285714285714284,575.0,2.2857142857142856,32.83,-117.11,1.96
11,3.0625,33.0,5.638135593220339,0.9575971731448764,1002.0,3.071550255536624,33.97,-118.32,0.952
12,2.5938,45.0,3.8165938864628823,1.0852713178294573,677.0,1.9483282674772036,34.01,-118.38,1.775
13,2.4167,22.0,6.191152815013404,1.0371791769435803,558.0,2.744186046511628,38.66,-121.32,1.265
14,2.8125,32.0,5.397435897435898,1.0626865671641792,763.0,2.373831775700937,38.54,-121.53,0.728
15,6.9118,38.0,7.277467411545624,0.9829059829059827,1417.0,2.8951612903225805,33.98,-118.43,4.029
16,1.75,42.0,3.764510779436152,1.0527306967984935,707.0,4.5,33.99,-118.26,1.375
17,2.4205,31.0,2.75,1.0,2.0,1.75,34.02,-118.25,1.963
18,4.087,37.0,6.2,1.09,537.0,3.25,32.74,-117.16,1.625
19,1.9063,41.0,4.79126213592233,0.988399071925754,852.0,2.5922330097087376,37.94,-122.26,0.886
20,5.0937,24.0,5.685840707964601,0.9879154078549848,996.0,3.0994475138121547,33.85,-117.93,2.699
21,3.7222,26.0,4.738207547169811,1.06880733944954,682.0,2.068807339449541,37.51,-122.28,2.341
22,2.3571,26.0,5.069767441860465,1.0964467005076142,2413.0,2.907734806629834,37.93,-121.22,0.587
23,3.75,42.0,3.334449244060475,1.038860103626943,1516.0,2.144444444444445,37.53,-122.29,2.442
24,1.9583,48.0,4.071428571428572,1.0114285714285713,996.0,3.1607142857142856,36.72,-119.85,0.589
25,4.0938,5.0,6.135922330097087,1.0604395604395604,1720.0,2.863013698630137,37.95,-120.94,1.684
26,5.0,33.0,5.4375,0.9875,1290.0,3.34375,37.69,-121.02,1.06
27,5.2403,34.0,5.953020134228188,1.0421455938697315,825.0,2.788732394366197,32.76,-116.98,2.182
28,4.6,26.0,5.769230769230769,1.0384615384615383,846.0,3.269230769230769,33.99,-118.22,1.739
29,1.7201,31.0,3.351851851851852,1.1666666666666667,774.0,3.0,33.99,-118.31,0.847
30,6.2361,33.0,6.918088737201365,0.9877300613496932,2571.0,2.662921348314607,37.33,-121.89,3.5
31,5.0374,14.0,5.346055979643766,1.1374407582938388,2361.0,2.9357798165137616,37.54,-122.42,5.00001
32,1.9844,33.0,4.049773755656103,1.021868787276342,2095.0,4.823943661971831,32.73,-117.05,1.094
33,2.7813,50.0,4.901840490797547,1.0797546012269938,1201.0,2.609865470852018,34.17,-118.37,2.163
34,4.1458,52.0,4.878787878787879,1.0,438.0,2.47392523364486,37.85,-122.28,1.585
35,9.4856,52.0,7.234718826405835,1.0125786163522013,573.0,2.8983050847457625,37.59,-122.46,5.00001
36,4.6547,11.0,5.847932972972973,1.0432900432900434,1232.0,2.8816567567567564,38.66,-121.31,1.568
37,5.5072,52.0,3.8763496143958847,1.0507936507936504,793.0,1.9079283887468073,34.03,-118.43,5.00001
38,2.5167,42.0,4.86734693877551,0.9889807162534436,723.0,2.50251256281407,36.3,-119.06,0.764
39,3.0769,33.0,4.948453608247423,1.0690225563909774,1855.0,2.943609022556391,34.24,-118.46,1.342
40,3.2875,36.0,4.47244094488189,0.979381443298969,830.0,3.26378896882494,37.38,-122.02,2.019
41,6.3249,48.0,6.592705167173253,1.0368663594470047,954.0,2.814479638009049,37.66,-122.46,3.302
42,4.0,37.0,4.928571428571429,1.0793650793650793,847.0,2.3968253968253967,34.13,-118.37,3.617
43,7.1563,17.0,4.846153846153846,0.9863013698630136,1223.0,2.764230764230764,37.59,-122.49,3.646
44,5.0346,45.0,5.777777777777778,1.027777777777778,804.0,2.8353333333333333,37.75,-122.17,3.145
45,3.4459,21.0,5.445901639344262,1.0729457364341084,1534.0,3.095022624434389,36.72,-119.68,0.836
46,1.6065,35.0,4.82288828331384,1.1035598705501617,811.0,2.98941318681375,36.32,-119.67,0.832
47,2.6429,32.0,5.060422960725076,1.0265957446808511,817.0,2.290909090909091,34.1,-117.2,1.135
48,2.788,31.0,4.583623693379791,1.0873381294964028,1482.0,1.935275080906149,37.94,-122.32,2.405
49,2.8167,25.0,5.474930362116992,1.0,1410.0,2.470059880239521,38.65,-121.47,0.865
50,6.0,19.0,6.416938110749186,1.0874918032786884,836.0,2.914673046251994,34.22,-118.12,3.422
51,1.4896,47.0,4.142857142857143,1.064935064935064,1044.0,3.5128205128205128,35.38,-119.02,0.762
52,1.9844,42.0,4.658536585365854,1.0972762645914398,569.0,3.2420091324200913,37.3,-120.85,0.675
53,1.3687,36.0,5.004901960784314,1.08457627118644,2272.0,2.642528735632184,38.61,-121.47,0.783
54,4.9118,42.0,5.829787234042554,1.0692640692640694,949.0,3.353658536585366,34.14,-118.19,1.229
55,4.9125,16.0,6.17441860465116,1.055979202772963,1064.0,3.4032085561497327,46.22,-121.42,1.38
56,2.2778,35.0,4.512345679012346,1.0944625407166124,1301.0,4.926686217008798,38.65,-121.25,0.951
57,4.2447,4.0,5.959700996677744,1.0372093023255815,1043.0,2.8372093023255816,38.46,-122.75,1.597
58,3.0765,17.0,5.285714285714286,1.048780487804878,1274.0,3.3095238095238093,36.32,-119.74,0.733
59,2.7386,16.0,4.344827586206897,1.0,496.0,2.3793103448275863,32.81,-117.26,1.538
60,1.9875,17.0,5.154639175257732,1.037190082644628,1474.0,2.5964467005076144,37.31,-120.49,0.725
61,6.6292,16.0,6.177777777777778,1.0555555555555556,1526.0,2.6940298507462686,33.79,-117.86,4.167
62,4.1731,35.0,4.912421052631579,0.9421052631578948,2868.0,4.176842105263158,33.99,-118.21,1.831
63,2.3,19.0,4.515625,1.058488612836438,2188.0,3.229213483146068,34.8,-119.06,1.553
64,4.0714,8.0,5.083333333333334,1.0833333333333333,909.0,2.4722222222222223,37.89,-122.08,2.071
65,2.8667,46.0,4.977611940298507,1.2289156626506026,468.0,2.7813411078717203,32.8,-117.21,1.477
66,3.5938,37.0,4.988938053097345,1.0689655172413792,1129.0,2.637761294672957,37.75,-121.01,1.588
67,3.2321,35.0,5.142914798206278,1.0347438752783964,949.0,2.9453551912568305,38.11,-122.08,2.105
68,3.6429,47.0,5.143468950749421,1.0595446584938704,949.0,3.858490566037736,33.95,-118.15,1.531
69,3.4538,37.0,5.91345378831461,1.0428134556574924,875.0,2.506024096385541,34.01,-117.9,1.437
70,2.2721,13.0,3.7355877601659926,1.0368663594470047,1366.0,3.819098143236074,36.75,-121.75,1.196
71,3.3974,52.0,4.694915254237288,1.0,488.0,4.0,34.04,-118.24,1.214
72,6.9265,26.0,6.466666666666666,1.0555555555555556,627.0,3.388888888888889,34.06,-118.17,2.91
73,1.9118,18.0,4.277064220183486,1.1533018867924527,2981.0,3.566371681415929,37.64,-120.97,0.934
74,3.9643,17.0,4.95575221238938,1.0689655172413792,1829.0,3.008849557522124,37.89,-122.09,1.665
75,4.1875,35.0,5.457300275482096,1.0311009174311927,1131.0,2.457300275482096,34.08,-117.87,1.863
76,5.6248,35.0,6.330019625165302,0.9593023255813954,954.0,2.51980198019802,37.33,-122.0,2.706
