,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0,2.3698,40.0,5.39229314285714,1.10183922931429,556.0,2.78594595454546,37.85,-121.28,1.614
1,2.7125,52.0,5.8581375,1.0425282312156765,662.0,2.868485095308426,37.47,-120.97,1.125
2,5.5,39.0,5.7388880227568,1.07388880227568,904.0,2.8784078407781615,33.98,-117.41,2.284
3,4.5,37.0,5.8496501268432,1.0648501268432105,1795.0,1.96501268432105,35.78,-118.45,2.759
4,5.0603,22.0,6.0786959778895,1.099586959778864,922.0,3.00542475431655,33.89,-118.28,2.425
5,4.6263,23.0,4.949242424242424,1.0516666666665,948.0,2.148058858858859,37.62,-122.04,1.271
6,3.7223,16.0,7.726338614286853,1.062837983629054,1401.0,2.839004725345965,33.74,-118.16,1.393
7,3.0928,34.0,5.717121313643213,1.068582079274912,888.0,1.817121313146815,34.07,-117.9,5.00001
8,5.1063,52.0,5.09147840974095,1.0536171216285715,586.0,2.689829109350658,37.72,-122.41,2.175
9,4.1837,24.0,6.67002496608859,0.987909853905895,662.0,3.66107823495834,40.81,-121.2,2.815
10,2.5,37.0,5.567752537782414,1.0993917442229,1201.0,2.702537782413477,36.72,-122.1,2.725
11,1.7125,52.0,3.18356513761173,1.044774478381755,957.0,1.814078839286525,34.0,-118.35,0.55
12,3.5,20.0,5.090909090909091,1.0434343434343434,873.0,3.888888888888888,33.98,-122.3,1.544
13,4.3361,45.0,6.238914587723891,1.0159703650983651,447.0,3.706680697615663,33.76,-117.88,2.225
14,6.8167,7.0,6.9671370588235,1.0395569243318,1413.0,2.505419331710487,33.91,-118.39,2.18
15,1.9333,52.0,4.492228571428572,1.056788158912786,2474.0,3.958881589127861,33.73,-120.92,0.875
16,3.8125,34.0,4.28123636363636,1.04342422774034,1228.0,2.727884033993563,34.06,-118.0,4.438
17,4.37,28.0,4.90792467890475,1.08394924678904,585.0,2.845125838221512,38.14,-121.29,1.08
18,3.15,34.0,4.173870692308692,1.0788203870692308,1067.0,2.73869230869231,33.89,-117.07,1.818
19,2.2966,38.0,4.983770588232912,1.0203798377058824,854.0,2.9669837705882327,33.87,-118.29,1.596
20,3.0286,32.0,6.08574427507523,0.9957442750752366,967.0,4.637008920456096,36.48,-120.24,1.734
21,4.4427,28.0,6.9190625681616,1.0647058823529414,686.0,4.856142857142857,33.98,-117.79,1.731
22,5.8052,34.0,5.83333333333333,1.139826260738727,1636.0,2.9392298262607,34.28,-117.97,2.052
23,2.8695,29.0,3.13356,1.01574818261609,893.0,2.9472375,34.06,-118.18,2.356
24,5.5652,52.0,2.79436826142789,1.0663357291798,1549.0,3.8896304518127836,33.74,-118.27,1.447
25,4.054,38.0,5.702827272727273,1.092727272727273,679.0,2.54949494949495,33.74,-118.19,3.617
26,3.22,45.0,4.472338490741944,1.0741943739490742,812.0,3.21363368782315,34.4,-119.43,1.462
27,3.6125,30.0,4.38261069382655,1.037263978162588,793.0,2.638263066756812,33.8,-122.06,3.312
28,2.2962,42.0,6.744885044884988,1.0,1595.0,3.738244515382445,33.96,-118.46,0.53
29,2.2212,26.0,6.0,0.97,1064.0,2.9441855892338,33.98,-121.42,2.224
30,5.5,52.0,5.282518,1.038,1107.0,3.0135,37.78,-121.66,4.908
31,1.5125,11.0,4.88463794369437,1.0,2469.0,2.0,33.92,-117.79,1.375
32,3.8125,28.0,5.232858451475147,1.06285845285845,718.0,2.5734009826973594,34.03,-117.2,2.115
33,2.3132,18.0,4.724674427370063,0.9610442737014666,827.0,2.924674427354329,37.61,-122.28,2.536
34,2.9704,15.0,4.908523551708524,1.090909090909091,488.0,2.9085235517085235,34.06,-118.12,1.523
35,2.2145,48.0,3.966006075932364,1.114917231289072,1578.0,2.566013958993064,37.55,-118.06,0.766
36,3.6125,29.0,5.163677443494297,1.081407945394468,661.0,3.58982859280902,33.91,-117.42,1.879
37,3.5067,28.0,5.0991677987048,1.0148978055153812,2529.0,3.3320683958804773,33.63,-118.1,3.444
