,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0,5.6186,13.0,5.65126050420171,1.0691447963800924,3073.0,3.092846335701605,33.87,-117.6,1.527
1,4.0594,26.0,5.362718521833642,0.9871536523915858,1525.0,5.23290791887551,37.27,-121.95,1.826
2,4.6815,21.038,7.052631578947368,1.1330798479087454,3546.0,3.534738019177646,32.66,-117.1,1.563
3,8.0737,2.0,7.273973362136096,1.1727397260827972,1768.0,3.1277853486597005,37.66,-121.92,2.417
4,2.6298,26.0,5.051658545367987,1.165845845845846,1012.0,6.3948051948052,33.82,-115.35,1.795
5,5.3671,17.0,6.691564245810058,1.006374576275389,1856.0,2.970149253731343,36.91,-122.0,3.635
6,6.3421,7.0,4.738173691581727,1.0685662026691782,1110.0,2.97905187930658,39.3387,-120.02,0.818
7,6.2469,24.0,5.348837209302326,1.113478260869565,3364.0,4.039343478260868,33.92,-118.31,2.458
8,4.1821,2.0,9.08494713489728,1.254902108551481,685.0,3.117330682291063,33.6,-118.17,1.966
9,2.0458,14.0,3.739952755826971,0.9563143667159888,1267.0,3.343631436679815,33.93,-118.36,1.667
10,5.4306,8.0,4.8611111111107,1.0337620454570982,862.0,2.2886993430656926,39.02,-124.17,1.776
11,3.66,30.0,3.944292445975087,1.094537983291169,1143.0,2.341623778221007,37.87,-121.32,2.5
12,2.3491,36.0,3.943523316062176,5.040867390309284,504.0,1.9682080924865495,38.24,-122.05,0.923
13,2.3933,17.0,7.107740659032902,1.0900473933649284,1423.0,2.4087481144013685,40.83,-122.28,1.067
14,2.3516,21.0,4.735632183908042,1.0514652777652687,1012.0,4.2958505469255,34.0,-125.35,1.831
15,4.0904,40.0,3.495739910313901,0.992571617490231,861.0,3.117021962834711,37.53,-121.91,1.468
16,1.8742,15.0,3.895022624434408,0.9715272248051134,861.0,2.14696566739656,35.68,-117.92,2.35
17,6.1664,21.0,6.194915752466191,1.0405902253132864,1157.0,2.566037735849057,33.88,-118.22,1.146
18,5.2317,48.0,5.095774647888951,1.044755431103127,925.0,3.151029748883057,33.9,-117.8,2.4
19,3.6885,11.0,4.964696561712814,1.1853245437992792,1227.0,1.93224299720124,33.79,-116.78,2.125
20,3.7266,5.0,5.475032505685623,1.0852713178277813,1373.0,2.3689320388349513,36.79,-119.8,1.969
21,3.0978,12.0,5.290786647754188,1.0058282208584013,11094.0,3.0944665391959654,33.05,-117.25,2.25
22,15.0001,46.0,8.088028148377125,1.156687306501577,2295.0,2.4148545011921727,36.59,-121.86,5.00001
