,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0,4.4167,25.0,5.964114832535885,1.0,990.0,2.835443037974684,36.61,-121.77,2.502
1,2.4167,31.0,4.636363636363637,1.0,890.0,3.878787878787879,34.04,-117.96,1.125
2,6.8409,16.0,6.970967741935484,1.0,811.0,2.8451612903225807,37.35,-122.02,3.034
3,2.6458,52.0,5.056,1.08,793.0,2.818,37.78,-122.23,1.013
4,3.8125,35.0,5.907103825136612,1.0676691729323309,878.0,2.859154929577465,34.1,-117.92,1.641
5,2.7361,37.0,4.926900584795321,1.0,1416.0,2.848101265822785,33.9,-118.12,1.42
6,2.5,35.0,3.9661016949152543,1.0677966101694916,848.0,2.9661016949152543,33.86,-118.14,1.575
7,4.9485,23.0,5.959595959595959,1.068181818181818,1696.0,3.272727272727273,33.83,-117.91,1.69
8,3.7708,26.0,4.291479820627803,1.0,1273.0,2.965014577259475,33.84,-117.93,1.821
9,4.9792,35.0,5.722222222222222,1.0,576.0,2.8,34.24,-118.47,2.833
10,5.1359,35.0,5.873015873015873,1.0136986301369864,984.0,2.977329974811083,33.84,-118.38,2.228
11,1.9583,42.0,3.9081632653061225,1.0408163265306123,1048.0,3.926530612244898,34.03,-118.29,1.759
12,8.0,52.0,6.0,1.0,52.0,2.8,37.78,-122.4,5.00001
13,4.8125,35.0,5.957345971563981,1.0,1094.0,2.907185628742515,34.05,-117.9,1.325
14,3.8125,52.0,5.879194630872483,1.0,891.0,2.879194630872485,37.74,-122.44,2.376
15,3.8864,30.0,4.907185628742514,1.0365111561866125,1405.0,2.823008849557522,33.88,-118.14,1.888
16,3.9844,36.0,5.966292134831461,1.0,857.0,2.788732394366197,37.97,-122.07,2.48
17,4.6389,36.0,5.837378640776699,1.0,861.0,2.9180327868852456,33.84,-117.99,1.992
18,1.8571,32.0,4.735294117647059,1.0294117647058822,721.0,3.176470588235294,36.21,-119.04,0.556
19,3.9583,22.0,5.0498533724340176,1.0498533724340176,1705.0,3.011834319526627,33.76,-117.88,1.826
20,8.8167,52.0,7.936507936507936,1.010989010989011,973.0,2.0793650793650795,37.74,-122.42,5.00001
21,3.5,14.0,5.664233576642336,1.0,1326.0,3.0796703296703294,32.69,-117.09,1.173
22,2.9583,26.0,4.955882352941177,1.0,946.0,2.9558823529411766,32.7,-117.09,1.13
23,4.9485,35.0,5.539083557951483,1.03728813559322,1284.0,2.927104722792606,37.38,-121.91,2.034
24,3.5179,35.0,4.818181818181818,1.0727272727272728,965.0,2.717171717171717,33.83,-118.32,2.206
25,3.7019,52.0,4.912863070539419,1.0,1130.0,2.817258883248731,37.79,-122.21,1.599
26,2.9167,20.0,5.939759036144578,1.0993630573248407,1412.0,3.090909090909091,38.58,-121.47,0.794
27,5.9072,35.0,6.838440111420613,1.0,851.0,2.838440111420613,37.43,-122.02,2.825
28,3.9063,52.0,5.965665236051502,1.0492610837438423,1513.0,2.4413145539906105,37.75,-122.44,2.415
29,3.8125,35.0,5.857142857142857,1.0,676.0,3.571428571428572,33.8,-117.9,2.183
30,5.9063,52.0,6.947368421052632,1.0157894736842106,744.0,2.868421052631579,37.76,-122.43,3.191
31,7.9013,17.0,7.34493670886076,1.0,1479.0,2.8446601941747574,37.35,-121.89,3.801
32,2.9306,35.0,4.818181818181818,1.0909090909090908,866.0,3.636363636363636,33.93,-118.2,1.213
33,3.0,36.0,5.569230769230769,1.0389610389610389,828.0,2.769230769230769,37.96,-122.25,0.988
34,2.9,35.0,4.912442396313363,1.0389610389610389,1336.0,2.8389830508474576,37.66,-122.09,1.17
35,3.6607,16.0,4.907801418439716,1.0,1794.0,2.824731182795745,34.05,-117.67,1.537
36,3.0,52.0,4.944444444444445,1.0666666666666669,792.0,2.8,38.0,-121.35,1.411
