,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0,3.35,21.0,5.8663744783396,1.0773895751428,785.0,3.8463744783396,37.95,-122.29,1.423
1,4.3,36.0,4.944786500650065,1.0,957.0,2.8,37.8,-118.3,1.645
2,3.5,36.0,5.7,1.0,1367.0,2.857142857142857,37.8,-121.97,1.707
3,3.8,32.0,5.965273524985613,1.064403933175914,1410.0,2.7342735249856,34.04,-118.18,2.688
4,3.5,52.0,5.8546093506595,1.0,639.0,3.45295065952598,33.8,-118.14,2.558
5,3.0068,31.0,5.813014764002523,1.0324260023260023,692.0,2.813014764002523,34.06,-117.95,2.625
6,3.5,44.0,4.8,1.0,1094.0,2.9,33.79,-119.95,3.531
7,4.0,52.0,5.24298844884488,1.0686868686868687,672.0,2.988448844884488,33.96,-121.97,2.374
8,3.7357,36.0,4.933333333333333,1.0,822.0,2.8333333333333,34.04,-118.01,1.336
9,3.5,16.0,4.719186833898067,1.039016778493744,1554.0,2.56697647058823,33.86,-122.16,2.76
10,2.8125,52.0,5.039296068163058,1.039296068163058,765.0,2.726136929606816,33.75,-118.26,1.57
11,2.5,15.0,4.9663636363636,1.1,2189.0,2.934,34.17,-117.2,2.125
12,2.8125,29.0,4.7345518382756,1.0,926.0,2.947885914285714,37.9,-122.41,2.04
13,2.9,33.0,5.8,1.0,462.0,3.8,33.8,-118.34,1.346
14,3.5167,27.0,5.7263389004824,1.0,665.0,2.839245714285714,34.08,-118.26,3.343
15,1.8,52.0,5.833333333333333,1.0,919.0,2.857142857142857,37.76,-121.66,0.95
16,1.5,25.0,3.25,1.0,932.0,2.979285714285714,33.7,-118.02,0.655
17,2.8,25.0,5.9,1.05,547.0,1.9,34.05,-118.25,1.542
18,3.6333,36.0,5.8743626370185,1.01553626370185,678.0,2.8743626370185,33.97,-121.3,2.146
19,3.25,20.0,5.5,1.0159097385909097,898.0,3.9390973859097387,34.05,-122.38,1.765
20,4.906,52.0,4.75,1.0,689.0,2.5,33.74,-117.95,3.932
21,3.5,22.0,3.833333333333333,1.0,705.0,3.833333333333334,38.31,-121.92,0.94
22,2.5,24.0,3.81675,1.078390059229869,829.0,2.5,37.97,-118.16,1.873
23,3.3125,34.0,4.857142857142857,1.0,857.0,2.857142857142857,33.89,-117.88,1.535
24,3.7125,35.0,5.0113771428571425,1.0,763.0,2.857142857142857,33.97,-119.04,1.824
25,4.0,16.0,4.29246816953496,1.059864705882353,931.0,2.955189534963544,34.05,-118.24,1.464
26,3.5125,35.0,4.844278928571428,1.0,732.0,2.944278928571428,37.76,-121.89,2.477
27,2.8125,36.0,5.7,1.05,789.0,3.83333333333333,34.06,-118.3,0.806
28,3.0083,35.0,3.857142857142857,1.0785714285714285,1282.0,2.857142857142857,34.03,-118.02,0.521
29,1.906,52.0,4.8,0.97,818.0,3.4,34.05,-117.03,1.896
30,3.5,52.0,4.86586106894,1.0796586106894,762.0,3.66986586106894,33.8,-118.38,2.773
31,2.3813,14.0,4.9383527581426,1.0,1603.0,2.9383527581426,34.05,-118.35,0.531
32,2.8608,37.0,4.466666666666667,1.053333333333334,871.0,2.8333333333333,37.75,-117.96,1.403
33,2.5,35.0,4.7643075,1.0,1465.0,2.86975,34.03,-118.27,1.991
34,2.906,52.0,5.966332455142857,1.0393470447044704,7.0,2.938372957142857,33.99,-120.92,5.00001
35,3.5,25.0,4.824098240982409,1.0,857.0,2.824098240982409,34.15,-118.3,2.257
36,2.7125,25.0,6.857,1.0,782.0,2.85625,34.07,-118.11,1.684
37,3.5,52.0,5.738172260791723,1.099791722607917,722.0,2.839885946152857,34.05,-121.01,2.5
38,2.8125,52.0,4.878571428571428,1.0,905.0,2.788285714285714,37.29,-117.94,1.714
39,4.8125,38.0,5.8,1.0,689.0,2.9791038273908,33.76,-118.1,3.97
40,2.8583,36.0,3.7641789796865,1.078494824263396,1319.0,2.9664029571428,33.93,-117.17,0.894
41,2.71,17.0,4.6,1.0,924.0,3.0,34.04,-118.15,1.644
42,2.8,52.0,5.8,1.0,789.0,2.65,37.92,-117.94,1.913
43,3.7125,33.0,5.8,1.0,567.0,2.8,33.93,-117.28,1.185
44,2.7,27.0,3.9392370956744,1.087161270681428,676.0,3.9228095674473,37.93,-122.39,1.429
45,3.5,35.0,4.938786785268527,1.0547484587018525,723.0,2.937361638786785,33.99,-118.17,1.11
46,3.8167,26.0,5.0088778877887785,1.058,888.0,2.9,33.97,-118.13,1.468
47,4.8125,52.0,5.7641838896075,1.0641838896075,961.0,2.977896075,37.61,-122.0,3.926
48,3.5,35.0,4.8354723408965,1.07838952340891,682.0,2.907838952340894,37.89,-121.96,2.583
49,2.7159,25.0,4.5,1.0,753.0,3.944285714285714,33.89,-122.26,1.871
50,2.5,30.0,5.965774577457746,1.0,689.0,3.955774577457745,34.15,-117.97,1.104
51,1.7167,29.0,4.964106824989526,1.0,797.0,3.97936856521736,37.69,-117.06,0.89
52,5.0,22.0,4.97425,1.0,1594.0,2.6,33.89,-118.29,4.125
53,4.9125,25.0,5.90375,1.087,893.0,2.7,33.77,-118.26,2.7
54,1.907,52.0,4.8,1.0,928.0,2.878,34.08,-117.8,0.87
55,3.8,34.0,5.0,1.05,789.0,2.6,33.79,-122.29,2.122
56,5.0,30.0,5.839246859279764,1.0109869079587075,1783.0,2.839246859279764,33.75,-118.37,2.202
57,1.907,25.0,4.76470588235294,1.058591428571428,805.0,2.959142857142857,34.04,-117.95,1.677
58,2.9125,16.0,4.8,1.0,1067.0,2.8,33.94,-117.93,0.84
59,3.9,17.0,5.0,1.0,935.0,2.8,33.96,-117.89,2.803
60,2.9125,36.0,4.74425,1.0,1652.0,2.74425,37.79,-117.94,0.797
61,2.3,52.0,4.906906906906906,1.0,822.0,2.822,37.77,-117.92,0.636
62,2.5,36.0,5.827882788278828,1.0,1401.0,2.7385615385615387,33.96,-117.92,2.929
63,3.0,16.0,4.967171717171717,1.037393837393837,955.0,2.967171717171717,37.94,-122.3,2.551
64,3.0,52.0,5.5,1.07,622.0,2.5,33.99,-121.99,1.288
65,3.0,52.0,5.0,1.0,926.0,2.933776767676767,38.71,-118.24,1.858
66,3.25,27.0,4.49,1.0,813.0,2.8591315387825,37.62,-118.24,1.375
