,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0,1.9167,52.0,5.275862068965517,1.0689655172413792,792.0,2.827586206896552,37.8,-122.27,0.661
1,4.5,35.0,5.937984496124031,1.0,1227.0,3.865671641791045,33.99,-118.02,1.626
2,3.9167,35.0,4.945454545454546,1.0,891.0,2.818181818181818,33.94,-118.32,1.944
3,2.0,52.0,3.0,1.0,8.0,3.0,34.02,-118.28,1.458
4,4.0,36.0,5.0,1.0,890.0,2.8,33.88,-118.32,1.851
5,4.8125,36.0,5.907801418439717,0.9672131147540984,817.0,2.859154929577465,37.35,-121.98,2.033
6,2.0,52.0,4.0,1.0,6.0,2.8,34.06,-118.29,1.625
7,3.5,32.0,5.959731543624161,1.0,890.0,2.817258883248731,38.03,-121.32,0.799
8,2.5,43.0,4.8,1.0,956.0,3.8,33.99,-118.27,1.203
9,5.8,36.0,6.848101265822785,1.0,857.0,2.848101265822785,37.35,-122.03,2.713
10,7.8125,52.0,7.827586206896552,1.0,792.0,2.827586206896552,37.74,-122.44,3.622
11,1.7708,36.0,4.8,1.0,805.0,3.8,36.3,-119.29,0.608
12,6.0,52.0,6.6,1.0,704.0,2.8172043010752787,37.76,-122.44,4.352
13,4.5,52.0,5.8,1.0,704.0,2.8,37.76,-122.44,2.486
14,1.9167,29.0,4.844660194174758,1.0,891.0,3.844660194174757,36.32,-119.32,0.541
15,4.5,52.0,5.844444444444445,1.0,804.0,2.8444444444444446,37.8,-122.23,2.265
16,6.8393,52.0,6.869565217391305,1.0391304347826087,792.0,2.858695652173913,37.76,-122.44,3.531
17,2.5,52.0,4.8,1.0,704.0,3.0,34.1,-118.21,1.034
18,3.5,36.0,5.838888888888889,1.0666666666666669,873.0,3.066666666666667,32.73,-117.12,1.042
19,4.9167,52.0,5.966666666666667,1.0666666666666669,547.0,2.838888888888889,37.29,-121.91,2.2
20,2.5,36.0,5.844660194174757,1.0,967.0,3.8446601941747574,36.62,-119.63,0.723
21,2.0,52.0,4.8,1.0,804.0,2.8,34.1,-117.24,0.92
22,3.5,52.0,4.8,1.0,528.0,2.8,37.76,-122.42,2.109
23,3.5,52.0,4.907801418439716,1.0,866.0,2.907801418439716,37.76,-122.43,2.281
24,2.5,52.0,5.0,1.0,890.0,2.8,37.76,-122.18,0.889
25,3.5,35.0,5.0,1.0,792.0,3.857142857142857,34.08,-117.95,1.421
26,3.9167,52.0,5.817204301075279,1.0,781.0,2.8172043010752787,37.76,-122.17,1.864
27,3.8125,52.0,5.0,1.0,835.0,2.835443037974684,34.06,-118.37,2.487
28,1.7188,52.0,4.907801418439717,1.0,827.0,2.895287958115183,38.56,-121.44,0.508
