,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0,3.2917,41.0,4.6,1.064516129032258,1169.0,2.8389032258064515,33.79,-118.04,1.854
1,2.9875,12.0,4.9453125,1.0643500432053263,1737.0,2.90625,38.55,-121.3,1.775
2,4.5,25.0,4.053571428571429,0.9928571428571428,792.0,2.7232142857142856,34.06,-117.71,3.273
3,5.0102,19.0,6.823222222222222,1.0606060606060606,2221.0,2.379512195121951,33.84,-116.93,1.907
4,3.3281,22.0,4.896551724137953,1.049367088607595,2208.0,1.9368640776699029,37.57,-122.29,5.00001
5,3.125,44.0,6.39572192513369,1.1474358974358976,727.0,2.983957219251337,38.36,-121.35,0.735
6,6.3045,28.0,7.0,1.0,1584.0,3.0,37.33,-121.89,2.186
7,1.3518,9.0,3.9194915254237284,1.0559006211180124,2531.0,1.5900621118012426,32.63,-117.06,0.838
8,5.2639,20.0,5.770165745856364,1.0871929824561404,2326.0,2.7437185929648242,33.89,-117.93,1.905
9,1.7426,43.0,2.176428571428568,1.147857142857143,2392.0,4.071428571428572,34.01,-118.23,1.431
10,6.4896,26.0,6.01273885350318,1.0385802469135803,989.0,2.5849056603773586,34.16,-118.46,5.00001
11,3.05,25.0,5.611552346570426,1.025128205128205,2177.0,2.814814814814814,32.76,-117.11,2.206
12,5.8456,24.0,5.569672131147541,1.062111801242236,2734.0,2.3668227424749135,34.06,-118.44,5.00001
13,3.9072,4.0,4.098264898264898,1.00990099009901,1290.0,1.6111111111111112,33.67,-117.8,3.486
14,7.3734,52.0,6.454901960784314,0.9901960784313724,434.0,2.551470588235294,37.96,-122.33,4.269
15,5.1521,22.0,7.186900958466455,1.1488372093023254,2147.0,2.4827586206896552,37.64,-122.05,2.33
16,2.7303,24.0,4.724137931034482,1.0,2102.0,2.689619377162629,37.98,-122.53,4.596
17,4.821,27.0,6.010840108401084,0.9620797220797223,1176.0,2.9652339186523395,33.72,-117.94,1.58
18,3.75,25.0,18.76923076923077,5.742307692307692,1856.0,2.853846153846154,38.62,-120.07,1.436
19,2.8167,41.0,4.817004048582996,1.011494252873563,1019.0,2.7321923080684627,33.99,-118.3,1.617
20,4.2734,35.0,6.22921226415084,1.0165184243964422,817.0,2.894957984668353,37.98,-120.95,2.606
21,0.9708,41.0,6.16,1.0693333333333335,987.0,3.24,35.43,-118.45,0.6
22,2.7159,31.0,4.682649842271293,1.0183594009945205,2257.0,3.811143695016627,34.06,-118.19,1.813
23,3.6062,26.0,4.73584905660377,1.0,3429.0,3.20984674556213,37.37,-121.99,2.732
24,3.5363,52.0,2.8830409356725144,1.0027932960893857,994.0,1.918032786885243,37.75,-122.51,3.185
25,4.0061,52.0,4.885714285714286,1.04,915.0,2.9642857142857144,38.56,-121.48,2.875
26,4.1607,30.0,5.583333333333333,1.0392156862745099,825.0,2.879196234310976,36.31,-121.88,2.034
27,10.1465,31.0,8.2,0.9824561403508772,1130.0,2.595833333333333,34.02,-118.4,5.00001
28,3.8685,19.0,4.397435897435896,1.0337423312883436,1336.0,4.2,34.1,-118.14,1.75
29,3.8864,26.0,4.57860119302939,1.1711229946524064,1437.0,1.8220648967551623,37.76,-122.09,2.86
30,2.1458,33.0,4.802054198473281,1.0543961485501012,1407.0,3.3657487922709954,33.96,-117.34,1.082
31,5.5516,23.0,5.574018574018572,0.9829059829059827,1271.0,2.764227642276423,33.62,-117.88,2.423
32,2.9265,34.0,4.140127388535032,0.920853039874596,877.0,2.2535211267605635,37.39,-122.05,2.092
33,4.7292,36.0,4.834123222748816,1.0084985835694051,788.0,2.651376146788991,37.29,-121.89,2.125
34,2.2679,34.0,5.156410256410257,1.007792207792208,882.0,2.5641025641025643,37.4,-120.84,1.022
35,3.3977,18.0,3.68794326241135,1.0962887943262412,1421.0,2.735401458851509,34.42,-119.73,2.347
36,5.1786,45.0,6.907329842931938,1.051798561151079,1130.0,2.490054249547921,37.98,-122.56,3.822
37,3.3125,37.0,6.377521613832853,1.3095238095238095,810.0,2.7976190476190474,36.75,-119.71,0.6
38,4.0481,36.0,5.733333333333333,1.1,654.0,3.5,33.97,-118.24,1.8
39,6.7079,32.0,6.281914893617022,1.038125597723114,1366.0,2.868421052631579,33.82,-118.01,3.32
40,2.7188,22.0,5.183359408386995,1.080944868055109,1784.0,3.072327044025157,37.77,-122.5,2.55
41,4.375,18.0,5.163833780158631,1.0941363636363637,1097.0,2.827204545454545,34.17,-118.24,2.279
42,2.375,19.0,4.643026004728132,1.0451536643026005,818.0,2.095022624434389,38.34,-121.3,1.625
43,1.9875,22.0,2.896551724137931,1.0474934036939028,2036.0,3.735741379310346,37.29,-121.79,2.354
44,1.9453,43.0,5.111756373937886,0.9970149253539831,681.0,4.602620087336245,35.33,-119.01,0.491
45,2.2,37.0,4.323529411764706,1.0330588235294118,1785.0,3.964603481624777,34.64,-118.12,0.817
46,3.3977,44.0,5.082523705314009,0.9433962264150944,1044.0,2.7177033492822966,32.79,-117.02,1.012
47,3.5833,35.0,5.493506493506493,1.0205128205128204,811.0,3.6396103896103895,34.08,-117.32,1.528
48,4.0923,46.0,4.617834394904457,1.0106921778277995,557.0,2.636997613365155,37.36,-122.01,3.403
