,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0,3.6733,23.0,5.448980598949212,1.0158730158730158,1051.0,3.372093023255814,34.08,-117.87,1.219
1,6.1471,41.0,5.818181818181819,0.994294294294294,926.0,2.560810810810811,34.09,-118.34,3.321
2,3.6481,49.0,5.248927038626609,1.0987632508833927,989.0,2.8907042253521,37.8,-122.49,3.871
3,5.3799,40.0,5.0,0.9223300970873787,483.0,2.353601282097198,34.08,-118.16,3.237
4,3.5294,22.0,6.163679653679657,1.100172413793103,748.0,2.9517241379310346,36.3,-119.23,0.469
5,1.7307,35.0,3.814814814814815,1.018711656441791,1762.0,3.087719298245614,33.92,-118.19,2.239
6,3.6196,15.0,8.252830188679244,2.824,853.0,2.470059880239521,34.24,-116.92,1.747
7,2.2312,20.0,4.86907449281798,1.0746268656716418,3073.0,1.735562310030395,33.72,-116.93,1.62
8,3.6348,52.0,5.391201391201392,1.0634920634920635,1031.0,3.048076923076923,37.8,-122.24,1.632
9,7.5292,48.0,5.777819543057324,0.9658610389610389,935.0,1.918238993710692,33.96,-118.38,5.00001
10,2.7045,45.0,5.749797570850332,1.008196721311475,1098.0,2.4027504908944284,40.59,-120.69,0.14999
11,7.1682,31.0,6.086666666666667,1.0233333333333334,846.0,2.1333333333333333,34.04,-118.45,4.182
12,7.4103,24.0,6.136521739130435,1.002439024390244,987.0,2.652173913043478,33.53,-117.88,3.985
13,3.0703,38.0,3.4937759336099585,1.0017985611510791,2106.0,4.127075963499222,33.96,-118.33,1.352
14,3.5978,46.0,5.052631578947369,1.1442105263157893,805.0,2.894736842105263,37.83,-122.29,2.125
15,3.6434,9.0,5.849140811455885,1.0984326923076924,2056.0,3.3815962441314555,33.94,-117.18,1.711
16,2.6094,46.0,3.7648122866894,1.083969465648855,757.0,1.705583756345177,34.02,-118.35,2.247
17,10.4167,51.0,8.1340206185567,1.0325278810408922,1223.0,2.661710037174721,34.1,-118.45,5.00001
18,2.6333,37.0,4.185929648241205,1.1445390070921984,1111.0,3.29113924050631,34.13,-118.18,2.781
19,5.0765,29.0,5.954545454545455,1.0493744292237444,2039.0,3.01480118556701,34.21,-118.48,2.27
20,5.3391,13.0,5.16,1.0714285714285716,2746.0,3.37,36.71,-121.76,3.357
21,0.6125,52.0,3.867597765399097,1.0327455919395463,1336.0,4.29483282674772,34.09,-117.27,0.275
22,2.5922,20.0,4.359628770301638,1.1101873536299784,2033.0,2.55235873015873,32.72,-117.08,1.079
23,5.3661,13.0,5.990783410138252,1.036734693877551,1077.0,2.507042253521127,32.84,-117.01,1.806
24,1.5588,31.0,4.737805936073059,1.0816642214880794,1829.0,2.343680709534375,36.78,-119.81,0.856
25,2.0353,28.0,4.739285714285714,0.940983606557377,984.0,3.105514285714286,35.39,-120.45,2.091
26,1.9074,24.0,5.715507792207792,1.1077441077441077,1672.0,4.5,34.1,-117.4,0.435
27,3.5719,37.0,5.59550561797753,1.1358609791122716,1244.0,2.595505617977528,32.96,-117.13,1.281
28,7.6292,19.0,8.362936293629364,1.118711871187119,1012.0,3.29009900990099,33.8,-117.91,3.275
29,2.6042,20.0,3.3955882352941176,1.0441176470588236,878.0,2.411764705882353,34.29,-118.45,2.164
30,1.9167,37.0,3.5959302325581395,1.002227342549963,1061.0,2.827252124431083,34.01,-117.32,0.894
31,4.1767,15.0,6.366865671641791,1.0428134556574924,775.0,2.9574468085106385,38.58,-120.94,1.1
32,6.3472,25.0,6.351758793969849,1.0383728232292235,1513.0,3.507645259938838,36.61,-121.87,3.8
33,1.875,36.0,5.129032258064516,1.0459363957597172,462.0,2.9393617021276595,34.87,-120.44,0.55
34,4.7609,23.0,5.764916853932584,1.0428652002256062,926.0,2.777623298329572,33.94,-117.93,3.477
35,2.5167,10.0,4.637931034482759,1.1611382113821138,796.0,1.7233766233766235,34.16,-118.17,1.165
36,3.4286,9.0,4.497613432160804,1.173668224299065,1479.0,3.6899563318771342,38.24,-121.24,0.859
37,3.6,34.0,4.653846153846154,0.9912280701754386,792.0,3.2040816326530615,34.06,-118.4,2.356
38,6.1437,16.0,7.749152542372881,1.122030985915493,1655.0,3.279411764705882,37.76,-121.92,2.18
39,4.7222,35.0,5.59731543624161,1.049893390191882,1227.0,2.5953290858725344,34.05,-118.44,3.431
40,1.7143,40.0,4.410081743869209,1.063015611222444,1516.0,1.898281738347588,37.79,-122.27,1.063
41,3.5278,32.0,5.062716398713825,1.0716374269005848,1299.0,3.1067961165048543,34.09,-118.2,2.212
42,6.5,9.0,7.27476038338658,1.04070796460177,1177.0,2.455840707964602,34.12,-118.39,2.584
